FaceRectX,FaceRectY,FaceRectWidth,FaceRectHeight,FaceScore,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25,y_26,y_27,y_28,y_29,y_30,y_31,y_32,y_33,y_34,y_35,y_36,y_37,y_38,y_39,y_40,y_41,y_42,y_43,y_44,y_45,y_46,y_47,y_48,y_49,y_50,y_51,y_52,y_53,y_54,y_55,y_56,y_57,y_58,y_59,y_60,y_61,y_62,y_63,y_64,y_65,y_66,y_67,Pitch,Roll,Yaw,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43,anger,disgust,fear,happiness,sadness,surprise,neutral,input,frame
192.50771616871248,140.45532375949244,179.352746386545,259.2577228679524,0.9997076392173767,186.66709460865246,187.42672216462535,189.18008041661625,193.49003892351033,202.4414961995558,217.57083233193157,236.36087066870783,256.77509283682036,281.23245953657727,307.0931562993677,330.39413748961647,350.1411346481417,365.299194750887,373.9202614652322,377.11205273436224,378.71267697605714,379.12673606862063,193.70316002838885,203.33164258409278,219.3895937107742,236.77520791463195,253.1383210932087,285.53165350841675,302.9959572979834,321.4326110619179,339.4878423942639,352.4427053585052,270.0777587631343,269.9895470607148,269.57571049083975,269.34227491885997,250.32955627337986,260.63941257294607,272.02863371647504,283.717741269827,294.27616468418864,215.33408989814123,226.4427099315143,237.82799984088035,248.90222157532804,237.75946285283277,226.48506341655238,296.9447123949477,308.24039056331264,319.85863391216685,331.98304220305215,320.42920062895155,308.7596843439634,236.40138834156605,249.39034363603605,263.7781229090982,274.4632451792053,286.02003517892797,303.0989667591859,319.49812861329417,306.4140355977262,290.8413415521388,277.30702950713146,264.796108578159,249.84310313283532,241.12221644915564,263.817323989383,274.864212520264,287.00443846558784,315.07411795678246,289.05563406431213,276.4732648087846,264.614873120182,248.04117886856199,273.68526833768794,298.4490024205694,323.52651203774565,346.64778761350055,366.94847685160187,383.7280783287579,398.2264513779877,403.37347533644095,399.54525063474017,385.6957722886352,367.03309110389114,344.4003640906638,318.49989139731,290.7228106978911,263.52650494359034,236.08952235815596,234.63188748735797,221.8451033271382,217.05404149600147,217.6178954450175,222.37778555621162,219.62664484091684,214.25680149707946,213.5377565164156,218.5972548840721,230.2941414597417,243.89593351002637,261.4228959799536,278.34207481345004,295.632013533046,304.4789222326271,308.4909877621157,311.2015180867654,306.925151234051,302.2966607703962,250.90152259322156,246.35145283369374,245.90782603890028,249.85766866162652,252.23081750344664,252.7415441605914,248.04989434052692,242.44452927450544,242.1670712973241,245.27922725931924,248.09869171175183,248.90797891436742,329.5404658469058,324.6899533708339,322.68587695139234,324.3015956487882,321.6078657871177,321.7604236336187,324.85656723382294,343.42988701559045,352.89448161123903,354.90039384286047,353.57736665502716,345.3663907119678,330.81301747157204,327.84729071036634,328.9767046156767,326.7432629350986,326.4589531134682,341.63563094781523,343.6144695856732,342.31966569216036,0.8118196710448342,-3.7379288736121348,6.101121927673905,0.6325668,0.2776504,0.06239355,0.22251756,0.9303851,1.0,0.36380515,0.7453531,1.0,0.95596826,0.7361708,0.10461897,0.15823041,1.0,0.159763,0.012712907,0.99978405,0.83547837,0.023593642,0.1382152,0.00049841707,2.4578434e-05,0.0019156835,0.99062914,2.7058331e-05,0.0068755415,2.9570107e-05,C:\Users\Quirante\anaconda3\Lib\site-packages\feat\tests\data\single_face.jpg,0
